question,answer1,answer2,answer3,answer4,answer5,solution
"지방자치단체장이 도시공원계획을 마련하면서 당초 고시된 내용과 달리 일부 주민 소유의 토지를 새로 포함시키기로 변경하였으나, 도시계획위원회의 심의·의결만을 거치고 추가로 주민의견 청취절차는 진행하지 않았다. 해당 변경이 별도의 예외적 사유에 해당하지 않는 경우, 아래 중 옳은 법적 판단은 무엇인가?",주민의견청취절차를 다시 거치지 않은 이상 절차상 하자가 있으므로 처분은 위법하다.,도시계획위원회 심의를 거쳤으므로 추가 의견청취 없이도 처분은 적법하다.,주민의견청취절차는 경미한 사항의 변경에는 원래 필요 없으므로 절차상 하자가 없다.,계획안 변경이 충분히 공고되었으므로 별도의 주민의견청취절차가 없어도 적법하다.,주민에게 불이익이 없을 경우에는 의견청취 없이도 도시계획변경이 허용된다.,A
"축산물 가공업자인 X가 원료수불부 없이 2개월간 제품을 제조하고, 허가관청에 보고된 성분배합비율을 현저히 위반하여 가공한 것이 적발되었다. 이에 관할청이 행정처분 기준에 따라 영업정지 및 품목제조정지 등 제재적 처분을 하였고, X는 해당 규정이 내부준칙일 뿐이며, 자신에게 큰 경제적 피해가 발생하므로 재량권 남용이라는 주장으로 처분의 취소를 구하였다. 다음 중 가장 타당한 법적 판단은?","행정처분 기준이 내부준칙일 뿐이라도, 처분이 명백히 불합리하거나 현저히 부당하지 않은 한 재량권 일탈·남용이 인정되지 않는다.","영업정지 처분이 경제적 손실을 크게 초래한다면, 처분기준과 무관하게 반드시 재량권 남용이 인정되어야 한다.",행정처분 기준이 부령으로 규정되어 있으면 그 자체로 법원을 기속하여야 한다.,"성분배합비율을 위반한 사실이 일부 증거에서 의심스럽다면, 처분사유의 존재를 인정하기 곤란하다.","원료수불부의 허위작성 등 위반행위가 있더라도, 이전에 위반 전력이 없으면 제재적 처분이 무효가 된다.",A
"비상장회사 A의 최대주주이자 실질적 경영자인 X가 A의 가치를 판단하는 특별한 사정 없이, 특수관계에 있는 Y로부터 A의 자회사 B의 주식을 최근 Y가 투입한 자금의 1/5에 불과한 금액으로 매수하였다. 이로 인해 Y는 당초 매입비용에 비해 크게 손실을 보고 A는 B의 경영권을 저가로 획득하게 되었다. X는 선행계약 등 사정을 들어 거래가 합리적이라 주장하나, 거래 당시 A의 실질적인 가치하락을 뒷받침할 만한 객관적 사정이 없는 경우, 세법상 부당행위계산규정 적용 여부에 대한 법적 판단으로 옳은 것은?","이 거래는 경제적 합리성을 결한 비정상적인 것으로, 부당행위계산부인 규정의 적용대상이 된다.",특수관계인간의 거래라 해도 합의서 등 계약상의 사정이 있으면 거래가액이 시가보다 낮아도 부당행위계산부인 규정이 적용될 수 없다.,실질적으로 가치 있는 자산이라도 상대방이 손해를 보게 매각했다면 세법상으로는 정상거래로 보아야 하므로 부당행위계산부인 규정 적용이 배제된다.,"선행계약이나 향후 발생할 손실의 고려만으로 해당 거래가 경제적 합리성을 인정받을 수 있으므로, 추가적인 객관적 가치하락 사정이 없어도 부당행위계산부인 규정 적용이 제한된다.","거래 당시 주식의 감정가보다 실거래가가 낮았다면, 부당행위계산부인은 감정가를 기준으로 해야 하므로, 거래 자체는 부당행위계산부인 적용대상이 아니다.",A
"공장 인근에 거주하는 X는 대중교통이 없고, 사업주가 별도의 통근차량을 제공하지 않아 오직 본인 소유의 자전거로만 출근할 수 있었다. X가 빙판길에 넘어져 크게 다쳤을 때, 이 사고가 업무상 재해에 해당하는지 판단하시오.","X는 출퇴근 방법에 선택의 여지가 없어, 사업주의 지배관리 아래에 있었다고 볼 수 있으므로 재해는 업무상 재해에 해당한다.",X가 개인 자전거로 출근했으므로 사고는 원칙적으로 업무상 재해에 해당하지 않는다.,"사업주가 직접 제공하거나 지정한 교통수단이 아닐 경우, 어떤 상황에서도 업무상 재해로 인정될 수 없다.","X가 출퇴근 경로를 자유롭게 정할 수 있었다면, 사고가 나더라도 업무상 재해가 될 수 있다.",X가 거주지를 임의로 선택했으므로 출근 중 재해는 개인적 사정에 해당되어 업무상 재해와 무관하다.,A
"근로자 X는 10년 전 산재로 퇴직하였으며, 최근 직업병 진단을 받아 관련 보험급여를 청구하였다. X의 퇴직 전 3개월 중 일부는 요양으로 정상적으로 근무하지 않았으나 그 기간의 평균임금은 별도 자료로 확인된다. 퇴직 전 3개월 중 나머지 기간에 대한 임금은 확인할 수 없다. X의 평균임금을 산정할 때 가장 타당한 방법은 무엇인가?","요양기간 동안 확인된 평균임금을 기준으로 해당 기간 임금을 산정하고, 나머지 기간에 대해서는 별도 임금 확인이 없더라도 그 금액을 임금 합계에 포함시킨다.","확인되는 요양기간의 평균임금만을 기초로 산정하되, 나머지 임금을 확인할 수 없는 기간에 대해서는 특례평균임금과 비교하여 더 유리한 쪽을 평균임금으로 삼는다.",퇴직 이후 직업병 진단일 기준 노동통계상 임금만을 적용하여 특례평균임금으로만 평균임금을 확정한다.,"근로관계가 종료된 후 직업병이 확정되었으므로, 평균임금 산정 자체가 불가하다.","퇴직 당시의 임금을 확인할 수 없는 기간이 있으므로, 모든 기간을 특례평균임금으로 산정한다.",B
"회사 X는 '물레'라는 상표를 전기 도자기 성형기 제품에 등록하려 한다. 이 제품은 전통 도구인 물레의 회전 원리를 응용하여 제작되었고, 제품 광고에는 '물레식 회전방식'이라는 표현이 자주 쓰인다. 이 경우 '물레'라는 상표가 식별력을 인정받을 수 있는지 판정하시오.",'물레'라는 상표는 제품의 주요 작동원리나 효능을 보통의 방법으로 표시한 표장만으로 이루어져 있어 식별력이 없다.,'물레'라는 상표는 사용되는 재료나 외관이 전통 물레와 다르므로 완전히 새로운 상표로 식별력이 인정된다.,'물레'라는 상표는 동일한 원리를 사용하는 상품이 많지 않으므로 식별력이 인정된다.,제품 이름에 특정 용도를 부각하는 단어를 쓴 것이므로 식별력에 영향이 없다.,'물레'라는 상표는 대중이 바로 도자기 성형기를 떠올리지 않으므로 식별력이 인정된다.,A
"회사가 실물 거래 없이 가공매입세금계산서를 발급받아 경비로 처리한 경우, 손금불산입된 가액이 실제로 사외유출이 아니었다고 주장하고자 할 때의 입증책임에 관하여 옳은 것은?","가공경비로 계상된 금액은 원칙적으로 전액 사외유출로 보며, 사외유출이 아님을 입증할 책임은 납세의무자에게 있다.","가공경비의 전액 사외유출 추정은 적용되지 않고, 과세관청이 각각의 사외유출 사실을 입증해야 한다.","손금불산입액의 사외유출 여부는 항상 과세관청에서 전적으로 입증해야 하고, 납세자의 반증은 중요하지 않다.","추정적용의 예외 없이, 항상 납세의무자가 사외유출을 부정적으로 입증해야 한다.",경비 계상 사실만으로는 사외유출의 추정이 인정되지 않는다.,A
"특정 교육기관의 학생이 별도 규율에 따라 음주·흡연을 이유로 징계 처분(퇴학)을 받았으나, 이후 동일한 사안에 대해 해당 교육기관에서 관련 징계 규정을 완화하는 개정을 하였다. 이에 학생이 개정 전 규율에 따라 이루어진 자신의 퇴학 처분이 부당하다고 주장할 경우, 옳은 법적 판단은 무엇인가?","징계 처분 시점에 유효한 규정에 따라 처분이 이루어졌다면, 특별한 사정이 없는 한 개정된 규정에 관계없이 처분의 정당성을 인정할 수 있다.","규정이 개정되어 같은 행위가 더 이상 징계 사유가 되지 않는다면, 기존 징계 처분의 정당성은 자동으로 소멸한다.","징계 당시 행위가 사회적 비난을 받지 않는 행위라도, 이후 규정이 완화되었음을 들어 징계 처분이 무효가 된다고 볼 수 있다.","개정 규정의 내용이 적용될 경우 학생의 불이익이 크다면, 개정 규정을 소급적용하여 징계 처분을 취소해야 한다.","과거 규정이 위헌 소지가 있다면, 사후에 규정이 개정된 사실만으로 징계 처분이 위법함을 추정할 수 있다.",A
"X가 중대한 실수로 Y에게 주식 매수 주문을 잘못 내어 거래가 성립하였다. Y는 X의 실수를 즉시 인지하고, 이를 이용하려는 의도로 즉각 매도 주문을 냈다. 이 경우 X는 자신에게 중대한 과실이 있다고 하더라도 이 거래를 취소할 수 있는가?",X는 중대한 과실이 있더라도 Y가 X의 착오를 알고 이용했으므로 거래를 취소할 수 있다.,X의 중대한 과실이 있으므로 Y가 악의라도 거래를 취소할 수 없다.,Y가 X의 착오를 이용했다는 사정만으로는 거래를 취소할 수 없다.,중대한 과실이 있는 한 상대방의 인식 여부와 무관하게 취소할 수 없다.,이 사안에서는 형평의 원칙에 따라 거래는 유효하다.,A
"경찰이 피의자를 체포하기 위해 현장에 출동했으나, 피의자가 경찰의 방문 사실을 미리 알고 출석 의사를 밝히고 있었습니다. 그러나 경찰은 수사상 긴급을 요한다고 판단하여 체포영장을 신청하지 않고 즉시 긴급체포를 하였습니다. 이 체포의 위법성에 관해 옳은 판단은 무엇인가?",긴급체포 요건이 충족되지 않아 해당 체포는 위법하다.,현장에서 피의자를 발견한 경우라면 무조건 긴급체포가 허용된다.,피의자가 출석 의사를 밝혔더라도 긴급체포는 적법하다.,경찰의 주관적 판단만으로 긴급체포의 적법성이 인정된다.,체포영장을 미리 신청하지 않은 사정은 위법성 판단과 무관하다.,A
"건축 중이던 건물이 경매로 낙찰되어 소유권보존등기까지 마쳐졌으나 사용승인은 그보다 나중에 이루어진 상황에서, 해당 건물의 취득세 납세의무 성립시기를 판단해야 한다. 다음 중 옳은 판단은 무엇인가?",소유권보존등기가 이루어진 날에 건물의 원시취득이 성립하므로 그 날을 취득세 납세의무 성립시기로 보아야 한다.,사용승인일이 도래해야만 비로소 취득세 납세의무가 성립한다.,경매절차에서 매수인이 대금을 납부한 날짜를 취득시기로 보아야 한다.,공적 장부에 등재되기 전에는 원시취득이 부정되므로 취득시기가 확정될 수 없다.,건축허가일이 곧바로 취득세 납세의무 성립 시점이 된다.,A
"도시정비사업 시행을 위한 인가신청 과정에서, 토지등소유자 A가 2023년 3월 1일에 사업시행계획서를 충분히 숙지한 뒤 동의서를 작성하였고, 동의서에는 발급일이 2022년 10월 10일인 인감증명서도 첨부되어 있습니다. 이와 같은 경우 해당 동의가 유효하게 동의율 산정에 포함될 수 있는지 여부를 판단하시오.","동의인이 사업시행계획서를 제대로 숙지한 후 동의한 사실이 인정된다면, 인감증명서 발급일이 동의서 작성일보다 앞서더라도 그 동의는 유효하게 산정된다.","동의서에 첨부된 인감증명서가 동의서 작성일보다 이전에 발급되었다면, 동의는 무조건 무효로 산정된다.",동의서에 사업시행계획에 관한 어떤 언급이 없다면 동의는 모두 유효하다.,"사업시행계획서를 토지등소유자가 미리 알지 못했더라도, 일반적으로 동의서는 유효하다고 본다.",동의서와 인감증명서가 작성 및 발급 시기가 다르지 않으면 별도의 증명 없이 무조건 유효로 본다.,A
"B부지의 소유자였던 X가 해당 부동산 소유권을 신탁회사 Y에 이전한 뒤, 정비사업 시행자로 지정된 상태입니다. 이 경우, 도시정비사업의 시행자인 자는 누구로 보는 것이 타당한가?",신탁회사 Y가 실소유자이므로 시행자로 본다.,소유권이 법적으로 수탁자인 신탁회사 명의로 있으므로 Y만 시행자로 볼 수 있다.,신탁 이전 후에도 위탁자 X가 토지등소유자로서 시행자가 될 수 있다.,"부동산 관리권이 누구에게 있든, 시행자는 무조건 부동산을 실제 점유한 자다.",정비사업 시행자는 해당 부동산의 최초 매수인만 될 수 있다.,C
"제약회사 연구원 H는 업무상 과로로 진단받은 심혈관 질환의 치료를 마치고, 1년 후 별도의 질병(고혈압성 대동맥 박리)으로 입원 치료 중 심근경색으로 사망하였다. 유족이 사망이 최초 업무상 질병과 상당인과관계가 있다며 유족급여를 신청한 경우, 법적으로 옳은 판단은 무엇인가?",H의 사망은 최초 업무상 질병과 별개로 발생한 것이므로 두 질병 사이 인과관계가 인정되지 않으면 업무상 재해로 볼 수 없다.,일단 H가 업무상 질병으로 치료를 받았으므로 이후 어떤 원인으로 사망하더라도 업무상 재해로 추정된다.,H가 업무상 질병의 후유증이 남은 상태였으므로 사망원인에 대한 입증 책임은 사업주에게 있다.,"H가 치료중 복용한 약물이 사망에 일부 영향이 있을 수 있으므로, 상당인과관계는 특별한 사정이 없는 한 인정된다.",H의 업무상 질병 치료가 끝났더라도 업무상 재해라면 모든 이후 합병증은 당연히 유족급여 지급 대상이 된다.,A
"비상근 의용소방대원 갑은 평소 심장 질환이 있었으나 무증상으로 정상 근무를 해왔다. 갑은 소방대에서 준비한 지역 행사에 참여하여 격렬한 팀 스포츠 게임에 연속적으로 참가한 후, 행사장에서 다소 떨어진 곳에서 휴식을 취하다 심장질환이 급격히 악화되어 사망하였다. 유족은 의용소방대 소속기관에 유족보상금을 청구했으나, 기관은 갑이 행사장을 이탈한 상태였으며, 기존 질환과 사망 사이에 직접적 인과관계가 명확하지 않다는 이유로 지급을 거부했다. 다음 중 적절한 판단은 무엇인가?","갑의 사망은 행사와 상당인과관계가 있으므로, 유족은 보상금을 받을 수 있다.","갑이 행사장을 잠시 이탈하여 사망하였으므로, 보상금 지급 사유에 해당하지 않는다.","기존 심장질환으로 인한 사망은 행사 참여와 무관하므로, 유족보상금은 지급되지 않는다.","갑이 공식 명령에 의한 출동이 아니었으므로, 유족보상금 지급 요건을 충족하지 않는다.","갑이 사망 이전에 질병의 증세가 있었다면, 보상금 지급 여부는 달라진다.",A
"갑은 별다른 이유 없이 길에서 모르는 을을 폭행하여 을이 3주의 치료를 요하는 상해를 입었고, 그 뒤 갑은 자신의 잘못을 인정하며 반성하고, 피해자를 위해 금전을 공탁하였다. 그러나 을은 여전히 치료 중이며 피해회복도 이루어지지 않았다. 이와 같이 피해자에 대한 피해 회복이 미흡하고 사회적 해악이 중대한 '묻지마 상해' 사건에서, 갑이 항소심에서 본인이 받은 형이 지나치게 무겁다고 주장한다면, 법원은 어떤 판단을 해야 하는가?","갑의 범행 동기와 사회적 해악, 피해 회복의 미진함 등 여러 양형 조건을 종합할 때, 항소심이 원심의 형을 부당하다고 판단하기 어렵다.","피해자에 대한 공탁이 있었으므로, 피해 회복이 완전히 이뤄지지 않아도 원심의 형은 당연히 감경되어야 한다.","피해 회복 여부와 무관하게, 초범이고 반성 중인 경우 원심의 형은 반드시 감경되어야 한다.",형은 사회적 영향보다 피고인의 반성 여부만을 중시하여 결정해야 한다.,"형이 다소 무거워 보일 수 있으나, 피해자의 용서 유무와는 관련 없이 감경해야 한다.",A
Y사는 오랜 기간 사용해온 '파랑'이라는 상표를 보유하고 있다. Z사는 자사의 상호인 '파랑주식회사'를 제품 거래에 일반적인 방식으로만 표시하여 사용하고 있다. Z사는 이 사용이 Y사의 상표권에 속하는지 확인받기 위하여 소극적 권리범위확인심판을 청구하였다. 다음 중 법리에 비추어 타당한 판단은 무엇인가?,Z사가 상호를 보통의 방법으로 표시하였다면 특별한 부정경쟁의 목적이 없는 한 Y사의 상표권 권리범위에 속하지 않는다.,상호 사용에 앞서 Y사의 상표권 존재를 알고 있었다면 당연히 상표권 침해가 된다.,상호 표시라 하더라도 Y사의 상표와 유사하다면 곧바로 상표권 권리범위에 속한다.,상호를 상표적 사용과는 무관하게 표시하더라도 부정경쟁의 목적이 인정된다.,부정경쟁의 목적이 없더라도 상표와 상호가 같으면 상표권 범위에 당연히 포함된다.,A
"사업시행자 지정 및 실시계획 인가처분에 하자가 있는 경우, 해당 처분이 개인에게 이익을 부여한 것이라면, 행정청이 그 처분을 취소하려면 어떠한 요건을 갖추어야 가장 타당한가?",공익상 필요가 당사자가 입게 될 불이익을 정당화할 만큼 강한 경우에만 취소할 수 있다.,토지소유요건 등 사업시행자 지정 요건의 미비가 조금이라도 있으면 언제든 자유롭게 처분을 취소할 수 있다.,당사자가 요건을 사후에라도 구비하면 처분을 취소할 수 없다.,행정청의 재량 판단만으로 별도의 비교형량 없이 곧바로 처분 취소가 가능하다.,당사자의 신뢰나 투자액수와 관계없이 하자가 있으면 무조건 처분을 취소해야 한다.,A
"지방정부의 위탁을 받아 교육시설을 운영하는 공법인은 교육시설 내 주차장에서 사용료를 받으면서, 관련 법령이 개정되어 해당 주차장 운영이 더 이상 부가가치세 면제 대상에 포함되지 않게 된 사실을 충분히 인지할 수 있는 상황이다. 그럼에도 불구하고, 이 공법인은 이전에 제출된 정부 부처의 유권해석과 하위 시행규칙의 면세 규정을 신뢰한다며 납세를 거부하였다. 이 경우, 신뢰보호의 원칙이 적용되어 부가가치세 부과처분이 위법하다고 할 수 있는가?","신뢰보호의 원칙이 적용되지 않으므로, 부가가치세 부과처분은 위법하지 않다.","신뢰보호의 원칙상, 정부 부처의 유권해석을 신뢰한 경우 납세 의무가 없다.","시행규칙이 시행령과 달라도, 시행규칙만 신뢰했다면 과세처분은 위법하다.",교육시설 운영업무의 공공성을 이유로 무조건 부가가치세가 면제된다.,형평의 원칙상 다른 주체와 과세형태가 다르면 부가가치세를 부과할 수 없다.,A
"자동차종합보험에 의해 보험에 가입된 차량에서 두 명이 각각 조수석과 운전석에 앉아 있었고, 사고 위험 상황에서 조수석에 있던 교습교사가 핸들을 조작하여 사고가 발생한 경우, 운전석에 있던 교습생이 이 사고로 부상을 입었다. 이때 교습생이 자신의 부상에 대해 해당 자동차종합보험의 대인배상으로 보험금 지급을 청구할 수 있는지 여부를 판단하시오.","교습생은 운전 중이었으므로, 자기의 부상에 대해 대인배상금을 청구할 수 없다.","교습생이 법적으로 운전자로 볼 수 없으므로, 대인배상금을 청구할 수 있다.","교습생은 교습교사와 공동으로 운전한 것이 아니므로, 대인배상금을 받을 수 있다.",보험 약관상 운전자라도 교습 상황이면 대인배상금 지급이 가능하다.,"조수석에서 교사가 조작해 사고가 났으므로, 교습생은 무조건 보상받는다.",A
"납세의무자 X는 정해진 요건을 갖추어 조세를 납부했으나, 그 후 새로 밝혀진 사정으로 과세사실이 소급하여 부정되어 과세처분이 직권취소 되었고, X는 미납된 세액만큼을 환급받았다. 이 경우 X의 환급가산금의 기산일에 관한 다음 중 옳은 것은?",환급가산금은 최초 세액 납부일의 다음날부터 기산된다.,환급가산금은 과세처분 취소결정이 있은 날의 다음날부터 기산된다.,환급가산금은 납세자가 환급을 신청한 날의 다음날부터 기산된다.,환급가산금은 법률이 개정된 경우에만 납부일 다음날부터 기산된다.,환급가산금의 기산일은 과세관청의 귀책사유가 인정되는지를 기준으로 달리 정한다.,A
"국가의 종합계획에 포함된 도시개발사업에서 C공사가 공공임대주택 건설을 위해 관할 자치단체로부터 A토지와 B토지를 취득하였다. 이 과정에서 C공사는 임대주택(임대기간 10년)을 건설 후 임대기간 만료시 분양전환할 예정이었으며, 해당 사업은 정부부처의 사업계획 승인을 받아 종합계획에 반영되었다. 이 경우 A, B토지 취득에 대한 취득세, 등록세 및 지방교육세 부과의 적법성 판단으로 옳은 것은?","A, B토지는 국가의 계획에 따라 제3자에게 공급할 목적의 사업에 사용하기 위해 일시 취득한 부동산에 해당하므로 취득세, 등록세 및 지방교육세가 모두 면제된다.","A토지는 면제되나, B토지의 상세한 임대주택 건설계획이 종합계획에 명시되지 않았으므로 B토지는 면제되지 않는다.","임대기간이 10년이라 하더라도 분양전환을 예정하고 있으므로 일시 취득에 해당하지 않아, 취득세, 등록세 면제 대상이 아니다.",임대주택이 아니라 분양주택으로 계획변경된 경우에는 이미 '국가의 계획'에 부합하지 않으므로 해당 토지는 모두 면제대상이 될 수 없다.,"취득세 및 등록세만 면제되고, 지방교육세는 과세해야 한다.",A
"임대사업자 갑은 공동임대주택을 건설하고자 사업계획승인을 신청했다. 갑은 임대주택과 부대시설 및 사업에 필수적인 진입도로 부지를 모두 포함한 전체 40,000㎡ 중 임대주택대지 35,000㎡의 91%에 해당하는 소유권을 확보하고, 나머지 9%에 대해 매도청구를 준비 중이다. 진입도로 부지는 전혀 매입하지 못한 상태다. 이 경우 갑이 임대주택법상 사업계획승인을 받기 위한 토지 소유권 확보 요건에 대해 옳은 것은?","임대주택대지의 90% 이상 소유권을 확보했으므로, 진입도로 부지는 별도로 소유권을 확보하지 않아도 사업계획승인의 요건을 충족한다.",임대주택대지뿐 아니라 진입도로 부지까지 포함한 전체 면적의 90% 이상 소유권을 확보해야 승인요건을 충족한다.,진입도로 부지를 포함한 전체 소유권의 95% 이상 확보가 주택법상 필요하므로 승인요건을 충족하지 못한다.,진입도로 부지의 소유권 확보와 관계없이 매도청구 절차만 진행하면 사업계획승인 요건을 충족한다.,임대주택과 진입도로를 특정비율로 나누어 각 부지별 소유권 요건을 충족하는 경우에만 사업계획승인이 가능하다.,A
"식품제조업체인 X는 표시 내용량보다 적게 포장된 냉동 해산물을 판매하다가 관할 행정청으로부터 영업정지 6개월 처분을 받았다. 해당 업체는 당시 관련 시행규칙이 최근에 개정되어 처분기준이 강화된 점, 고의가 없었던 점, 실제 판매량이 많지 않고 영업정지가 장기간이라 지나치게 가혹하다고 주장한다. 이 경우, 영업정지 처분의 위법 여부에 대한 옳은 판단은?",처분기준에 적합하더라도 해당 처분이 현저히 부당하다면 재량권을 남용한 것으로 볼 수 있다.,행정청 내부의 처분기준에 부합하면 법원은 그 자체만으로 처분이 적법하다고 보아야 한다.,"고의 또는 과실이 없으면 영업정지 처분을 할 수 없으므로, 영업정지 처분은 위법하다.",처분기준의 일부가 부당해도 행정청의 재량은 전적으로 존중되어야 한다.,위반자의 경제적 손실이 크더라도 처분의 적법성에는 영향을 미치지 않는다.,A
"고등학교 자치위원회가 학생 B에 대해 동급생 C를 대상으로 한 따돌림 및 모욕 사실을 인정하여, B에게 C에게 서면으로 사과할 것을 명하는 처분을 하였다. 이 처분에는 구체적 근거와 이유가 처분서에 명시되어 있지 않았으나, 전체 절차와 과정을 통해 B가 자신에게 어떤 사유로 처분이 내려졌는지를 충분히 알 수 있었고, 이후 B는 행정소송을 제기하였다. 이 경우 해당 처분의 위법 여부에 대한 법적 판단으로 옳은 것은?","행정청이 처분의 근거와 이유를 구체적으로 명시하지 않았더라도, 당사자가 전체 진행 경과에서 그 내용을 충분히 알고 불복절차에 장애가 없었다면 처분은 위법하지 않다.","처분서에 오로지 법령만 인용되어 있고 이유가 상세하게 적혀 있지 않았다면, 그 자체로 위법하므로 무효이다.","행정처분의 근거와 이유가 미기재된 이상, 설령 당사자가 사실상 인지하였더라도 절차 위반으로 취소되어야 한다.",처분서에 그 구체적 사유가 누락된 경우에는 소송제기 여부와 관계없이 항상 위법하게 된다.,"소송 중 당사자가 위법사유를 알게 되었는지와 무관하게, 처분 시점에 사유가 기재되지 않았다면 원칙적으로 취소한다.",A
"Z씨는 2010년 2월 5일에 신축주택을 취득하였고, 2015년 2월 5일이 되기 직전에 해당 주택을 매도하였다. 그러자 Z씨는 양도소득세를 감면받기 위해 감면기간의 만료일을 2015년 2월 6일로 계산하고 그날의 기준시가를 적용해야 한다고 주장한다. 감면기간 산정 및 기준시가 적용에 관한 법적 판단은?","감면기간의 만료일은 2015년 2월 4일이며, 그때 고시된 기준시가를 적용해야 한다.","감면기간의 만료일은 2015년 2월 5일이며, 그날의 기준시가를 적용해야 한다.","감면기간의 만료일은 2015년 2월 6일이며, 그날의 기준시가를 적용해야 한다.",민법에 따라 초일을 산입하지 않고 마지막 날이 공휴일이면 다음 평일을 만료일로 본다.,국세기본법의 일반 기간 규정에 따라 기간을 계산해야 한다.,A
"무역회사 X의 해외지사 책임자인 L은, 본사와 사전 협의 없이 회사 예산 일부를 자기 판단으로 신사업 추진비로 사용했다. L은 평소 본사 사장이 자신의 결정을 존중하며 주요 인사에게 구두로 신사업의 필요성을 언급한 바 있다고 주장한다. 회사 대표는 해당 사용을 문제삼아 형사고소하였다. 이때 L의 행위에 대하여 횡령죄의 성립 여부를 판단할 때 가장 타당한 것은?","L이 사용한 자금은 회사의 공식적인 의사결정기관을 거치지 않았으므로, 횡령죄가 성립할 수 있다.","본사 사장의 구두 언급만으로 회사 전체의 승인이 있었다고 볼 수 있으므로, L에게 횡령죄는 성립하지 않는다.",L이 사적으로 유용한 것이 아니라 신사업 추진 명목으로 쓴 이상 횡령이 될 수 없다.,L이 예산 사용에 대해 사후에 본사에 보고했다면 횡령죄의 고의가 조각된다.,본사 대표가 사후에 문제삼지 않고 묵인한다면 처음부터 정당한 사용으로 본다.,A
"B사 직원 O는 거래처 담당자인 P로부터 '향후 계약을 지속적으로 배정해 달라'는 부탁과 함께 장기간에 걸쳐 상당한 금전을 받았다. O는 P와 개인적으로도 오랜 친분이 있지만, 실제로 자신이 P의 거래처 계약 갱신 권한을 쥐고 있다. P가 금전에 대해 '과거 도움에 대한 감사'도 일부 표명하였다. O의 행위가 배임수재죄의 부정한 청탁에 해당하는지에 대한 판단 기준으로 옳은 것은?","청탁 내용과 대가, 양 당사자의 관계, 회사에 대한 O의 권한 등 제반사정을 종합적으로 고려하여 부정한 청탁 여부를 판단해야 한다.",청탁의 명시 여부와 관계없이 금전 수수만 있으면 곧바로 배임수재죄가 된다.,청탁의 동기에 감사 표현이 포함되어 있다면 부정한 청탁은 인정되지 않는다.,단순한 계약 지속 요청은 부정한 청탁이 아니므로 무죄가 된다.,O와 P 사이에 친분이 오래된 경우 금전 수수가 사회상규에 반하지 않으므로 죄가 성립하지 않는다.,A
"갑 주식회사 대표였던 병이 사망하면서 그가 보유하던 상장법인 을회사의 주식을 자녀들에게 상속하였다. 자녀들은 이후 을회사 주식 전부를, 거래소 밖에서 매수인 정에게 모두 매도하였다. 계약 체결 및 대금 수령, 예탁결제원을 통한 주식이체 등 모든 절차는 법무법인이 대리하여 진행했고, 대리인은 납세의무가 없는 예탁결제원이 증권거래세를 납부해야 한다고 잘못 믿고 어떠한 세액도 신고·납부하지 않았다. 이 경우, 정당한 사유 없이 증권거래세를 납기 내에 납부하지 않은 데 대해 가산세까지 부과된 경우, 주식 상속인들의 세금납부의무가 인정되는지에 관한 법적 판단으로 옳은 것은?",주식의 상속인들은 주권의 양도자로서 증권거래세 및 가산세를 납부할 의무가 있다.,"예탁결제원이 주식이체를 담당하였으므로, 예탁결제원이 증권거래세를 납부해야 한다.","법무법인이 절차를 대리하였으므로, 납세의무는 법무법인에 있다.","예탁결제원의 착오로 인해 세금을 납부하지 못한 경우, 상속인들에게는 정당한 사유가 인정되므로 가산세 납부의무는 없다.","주식의 양수인 정이 실제로 매수세금을 지급하였으므로, 정이 증권거래세를 납부할 의무가 있다.",A
"특정 시청 소속 환경미화원 갑은 평소 고혈압을 가지고 있었으나 큰 건강 문제 없이 근무해 왔다. 어느 해 갑은 인사이동 후 인력 부족과 폐기물 대란으로 연속되는 초과근무, 주말 비상근무 등 극심한 업무 스트레스와 과중한 노동에 시달렸다. 이러한 업무 상황이 2개월가량 지속된 중, 갑은 자택에서 뇌동맥류 파열에 의한 뇌출혈로 급사하였다. 갑의 유족은 공무상 재해로 유족보상금을 신청하였다. 이에 대한 판단으로 옳은 것은?","갑이 평소 기초질환을 가지고 있었더라도, 격심한 업무상 과로나 스트레스가 해당 질환과 복합적으로 작용하여 사망한 경우 유족보상금 지급사유가 인정된다.",업무와 뇌출혈 사이의 인과관계가 의학적으로 명확히 증명되지 않는 한 유족보상금 지급사유가 성립하지 않는다.,"기초질환이 주된 사망 원인일 경우, 업무상 요인은 고려 없이 유족보상금 지급을 부정해야 한다.","갑이 배변 등 일상적인 행위 중 급사한 경우, 업무와 무관하여 유족보상금 지급사유로 인정될 수 없다.",유족 측은 질병과 업무 관련성의 직접적 물적 증거까지 입증해야만 유족보상금 지급이 가능하다.,A
