연도,유형,문항번호,질문,지문,보기,선택지,label
2022,사회,25,<상황>에 대한 분석으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"정부는 소위 '부드러운 간섭'을 사용함으로써 사람들이 최선의 이익이 되는 선택을 할 가능성을 높일 수 있다. 부드러운 간섭이란 정책 설계자가 선택지를 줄이거나 행위를 직접 금지 또는 허용하지 않고, 선택지가 제시되는 순서나 배치만을 변경함으로써 사람들의 결정에 영향을 끼치는 것을 말한다. 그런데 부드러운 간섭 정책은 사람들의 비합리성을 이용하는 것이므로 개인의 합리성을 존중하지 못한다는 비판이 존재한다. 이 비판은 주로 <가> 합리성을 '이상적 합리성'으로 이해하는 견해 </가> 에 토대를 두고 있다. 이 관점에서 개인이 합리성을 발현한다는 것은 최선의 이익을 가져다주는 항목이나 우선순위를 찾아 주는 최선의 절차를 발견하고 이에 따르는 것이다. 그런데 사람들은 가능한 선택지 중에서 부주의한 습관에 따르거나 눈에 잘 띠는 것을 고르는 등, 비합리적 성향에 따라 자신의 이익과 관련된 결정을 수행하기도 한다. 이때 공동체 구성원의 이익을 위해 부드러운 간섭을 수행하는 정부는 이와 같은 인간의 비합리적 성향에 맞추어 선택지의 설계를 조정함으로써 구성원이 최선의 이익이 되는 선택을 하도록 유인한다. 최선의 이익을 성취하는 이런 과정에서 정부는 구성원을 비합리적인 존재로 취급하게 된다. 
그러나 <나> 합리성을 '환경적 합리성'으로 바라보는 견해 </나> 는 부드러운 간섭을 보다 관용적으로 평가한다. 이 견해는 어떤 결정이 합리적 결정이 되는지 여부를 저마다의 상이한 여건에 따라 상대적으로 고려한다. 사람들은 정보의 제약, 긴급한 사정과 같은 이상적 결정을 내릴 수 없는 저마다의 환경에 처해 있지만, 이와 같은 환경적 제약에 의한 이상적이지 않은 결정도 충분히 합리적이라고 평가할 수 있다. 정부의 부드러운 간섭이 선택 과정 에서의 불리한 환경적 제약을 극복하려는 범위에서 이루어지는 한, 이는 구성원의 합리적 선택을 방해하는 것이 아니다. 
<상황> 
선택지 x, y, z가 있고 최선의 이익에 가까운 순서는 x-y-z 이다.","<보 기>
ㄱ. <나>에 따르면, z를 선택하는 행위도 합리적일 수 있다. 
ㄴ. <가>에 따르면, 어떤 사람이 부드러운 간섭 때문에 y를 선택한다면 그 사람은 자신의 비합리적 성향에 따라 결정한 것이다. 
ㄷ. <가>에 따르면, 어떤 사람이 최선의 이익에 가까운 순서를 y-z-x라고 판단하는 경우, x-y-z의 순서로 선택하도록 조장하는 부드러운 간섭은 그 사람의 합리성을 존중하고 있는 것이다.","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄴ
"
2022,인문,26,다음 논쟁에 대한 분석으로 적절한 것만을 <보기>에서 있는 대로 고른 것은?,"어떤 사람 P가 육식 행위 A와 동물보호단체에 기부하는 행위 B를 각각 수행하거나 수행하지 않을 능력이 있으며, 편의상 다른 행위를 할 가능성은 없다고 하자. A의 수행 여부와 B의 수행 여부 사이의 상호적 영향을 고려하지 않고 각각의 결과만을 고려하는 경우, A를 수행하면 나쁜 결과(-80)가 발생하고 B를 수행하면 좋은 결과(+100)가 발생한다. A와 B를 수행하지 않는 경우의 결과는 각각 0이다. 이때, P가 하거나 하지 않을 수 있는 행위들로 구성된 '행위조합'은 4개가 될 것이다. 각 행위조합 역시 독자적인 결과값을 가지게 되는데 이는 행위조합을 구성하고 있는 행위들의 결과값을 모두 더한 것이다. 예를 들어, P가 A를 수행하면서도 B를 수행하지 않는 경우의 행위조합의 결과값은 4개의 행위조합 중 최솟값인 -80이다. 일정한 조건을 충족하는 경우 해당 행위조합에 속하는 행위는 모두 용인되기 때문에 단독으로는 음의 결과값을 가지는 A도 용인될 수 있다. 행위조합에 속한 행위가 용인되는 이 조건에 대해 갑, 을, 병은 각각 다음과 같이 주장하고 있다. 
갑: 한 사람의 행위는 자신의 능력에 따라 가능한 행위들로 구성된 행위조합들 중에서 최대의 결과값을 산출하는 조합에 속하는 경우, 그리고 오직 그 경우에만 용인된다. 
을: 한 사람의 행위는 그가 현실에서 하려고 할 행위조합들 중에서 최대의 결과값을 산출하는 조합에 속하는 경우, 그리고 오직 그 경우에만 용인된다. 그런데 P에게 A의 수행 여부와 B의 수행 여부를 각각 선택할 능력이 있는 것은 사실이지만, A를 하지 않으면서 B를 수행하는 행위조합은 결코 P가 현실에서 선택하려고 할 조합은 아니다. 
병 : 한 사람의 행위는 자신의 능력에 따라 가능한 행위들로 구성된 행위조합들 중에서 결과값이 0이거나 양의 값을 가지는 조합에 속하는 경우, 그리고 오직 그 경우에만 용인된다.","<보 기>
ㄱ. 갑과 을에 따르면 P의 A는 어떤 경우에도 용인될 수 없다. 
ㄴ. 병에 따르면 P의 A는 용인될 수 있다. 
ㄷ. 병에 따르면 용인될 수 있는 P의 행위조합은 2개이다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ
"
2022,사회,27,다음으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"어떤 지역에 특정 범죄 예방 프로그램을 시행할 경우, 그 지역의 범죄는 줄어드는 대신 다른 지역의 범죄가 증가하기도 한다. 이런 현상을 '범죄전이'라 한다. 반면 어떤 지역을 겨냥한 범죄 예방 프로그램의 범죄 감소 효과가 이웃 지역에까지 미치기도 하는데, 이를 '혜택확산'이라 한다. 범죄전이지수(WDQ)는 특정 지역에 적용한 범죄 예방 프로그램의 긍정적 효과가 인근 지역으로까지 확산되는지 아니면 인근 지역에 범죄전이를 유발하는지를 파악하기 위한 지수이다. WDQ를 설명하기 위해서는 3개의 지역 설정이 필요하다. A는 범죄 예방 프로그램이 시행되는 실험 지역이고, B는 A를 둘러싸고 있으면서 A의 범죄 예방 프로그램으로 인해 범죄전이나 혜택확산이 나타날 것으로 예상되는 완충 지역이며, C는 A나 B에서 발생하는 변화에 영향을 받지 않는 통제 지역이다. WDQ는 C를 기준으로 한, A 대비 B의 범죄율 증감을 나타내며, 공식은 아래와 같다. 
WDQ = \frac{\left(\frac{B_1}{C_1} - \frac{B_0}{C_0}\right)}{\left(\frac{A_1}{C_1} - \frac{A_0}{C_0}\right)} (Ao, Bo, C0은 범죄 예방 프로그램 실시 전 A, B, C의 범죄율이며, A1, B1, C」은 범죄 예방 프로그램 실시 후 A, B, C의 범죄율이다.) 
A~C에서 다음과 같은 사실이 관찰되었다.
-  A에서 범죄 예방 프로그램을 실시한 결과 범죄 감소 효과가 나타났다. 
- B에 나타나는 범죄전이나 혜택확산 효과는 A에서 범죄 예방 프로그램을 시행한 결과이다. 
- 범죄 예방 프로그램 실시 이전 A~C 각 지역의 범죄율과 그 변화 추이는 동일했다. 
- 범죄 예방 프로그램이 A에서 시행되는 동안 범죄 예방 프로그램을 제외하고 범죄율에 영향을 미칠 수 있는 요인들의 변화는 A~C 어느 곳에서도 나타나지 않았다.","<보 기>
ㄱ. WDQ가 1보다 크면, A의 범죄 감소 효과보다 B로의 혜택확산 효과가 크다. 
ㄴ. WDQ가 -1보다 크고 0보다 작으면, B로의 범죄전이 효과는 A의 범죄 감소 효과보다 작다. 
ㄷ. WDQ가 -1에 근접하면, A의 범죄 감소 효과와 B로의 혜택확산 효과가 거의 동일하다.","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ
"
2022,논증평가,28,다음 글에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"피해자 영향 진술(VIS) 제도는 재판의 양형 단계에서 피해자에게 범죄로부터 받은 영향을 표현할 수 있도록 기회를 제공한다. 그런데 VIS가 없는 경우보다 있는 경우에 형량이 더 무거운 경향이 있는데, 그 이유와 관련하여 두 가지 견해가 제시된다. A 견해에서는 VIS의 유무가 아니라 피해의 심각성이 무거운 형량을 유도한다고 본다. 이에 따르면, 피해가 심각할수록 형량이 무거워지는데, 주로 심각한 피해를 입은 피해자들이 공소장에 적시된 피해 내용을 부각하기 위해 VIS를 제시하고 피해가 심각하지 않은 피해자들은 VIS를 제시하지 않으므로, VIS와 양형 간에 유의미한 관계가 있는 것처럼 보인다는 것이다. B 견해에서는 판사나 배심원들이 피해자가 VIS를 통해 부각하고자 하는 피해 내용에 의해 영향을 받을 뿐만 아니라 피해자가 VIS를 통해 표출하는 강한 감정으로부터도 영향을 받기 때문에, VIS가 무거운 형량을 유도한다고 주장한다. 각 견해의 타당성을 검증하기 위해 연구 방법 P, Q를 구상하였다. 
P: 무작위로 추출된 모의 배심원을 세 집단으로 구분한 뒤 사건에 대한 객관적 정보를 제공한다. [집단1]에는 일반적인 기대를 뛰어넘는 심각한 내용의 정서적 상해가 기술된 VIS를 제공하고, [집단2]에는 일반적인 기대에 미치지 않는 정서적 상해가 기술된 VIS를 제공하며, [집단3]에는 VIS를 제공하지 않는다. 이후 각 집단이 제시한 평균 형량을 비교한다. 
Q : 무작위로 추출된 모의 배심원을 세 집단으로 구분한 뒤 사건에 대한 객관적 정보를 제공한다. [집단 1]에는 피해자가 감정적으로 매우 고조된 상태로 심각한 내용의 VIS를 낭독하는 재판 영상을 제공하고, [집단2]에는 동일한 내용의 VIS를 피해자가 차분하게 낭독하는 재판 영상을 제공하며, [집단3]에는 앞의 경우보다 덜 심각한 내용의 VIS를 피해자가 차분하게 낭독하는 재판 영상을 제공한다. 이후 각 집단이 제시한 평균 형량을 비교한다.","<보 기>
ㄱ. P에서 [집단1]의 평균 형량이 [집단2]의 평균 형량보다 유의미하게 높고 [집단2]의 평균 형량이 [집단3]의 평균 형량보다 유의미하게 높으면, A 견해는 강화된다. 
ㄴ. Q에서 [집단 1]의 평균 형량이 [집단2]의 평균 형량보다 유의미하게 높고 [집단2]의 평균 형량이 [집단3]의 평균 형량보다 유의미하게 높으면, B 견해는 강화된다. 
ㄷ. Q에서 연구 방법을 수정하여 [집단 1]과 [집단2]만을 비교할 경우, 두 집단의 평균 형량에 유의미한 차이가 없다면, A 견해는 약화된다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄴ
"
2022,논증평가,29,다음 글에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"미국에서 1960년대 이래 폭발적으로 증가해 왔던 폭력 범죄와 재산 범죄는 1990년대 초반 이후로 급격한 감소 추세에 들어섰다. 1991년부터 2012년 사이에 폭력 범죄는 49%, 재산 범죄는 44% 감소하였다. 더욱이 이런 감소 현상은 모든 지역과 모든 인구 집단에서 나타났으며, 그 추이는 2020년 현재까지 지속되고 있다. 이와 관련하여 <가> 미국의 범죄 감소가 납과 밀접한 관련이 있다는 주장 </가> 이 있다. 이에 따르면, 제2차 세계대전 후부터 1970년대 초반까지 자동차의 납 배출이 증가하면서 폭력 범죄가 뒤따랐다. 하지만 1970년대에 휘발유에서 납이 제거되기 시작하면서 이후 폭력 범죄는 감소하였다. 사에틸납(tetraethyl lead)은 가솔린 기관의 노킹 방지를 위해 1920년대에 개발되었는데, 전후 시기부터 자동차 열풍과 함께 그 사용이 폭발적으로 증가하였다. 폭력과 재산 범죄율은 10대 후반에서 20대 초반에 가장 높은데, 청소년이나 성인과 달리 아동의 경우에는 납에 노출되는 것이 뇌 발달과 미래의 범죄 가능성에 영향을 미친다. 특히 납은 공격성과 충동성 등의 증가를 유발하는 것으로 알려져 있다.","<보 기>
ㄱ. 미국의 1~5세 아동의 2000년 평균 혈중 납 농도가 1990년의 절반 수준으로 낮아졌다는 사실은 <가>를 강화한다. 
ㄴ. 미국의 폭력 범죄가 급격하게 감소하기 시작하는 시기가 1970년대가 아닌 1990년대라는 사실은 <가>를 약화한다. 
ㄷ. 미국에서 범죄를 저지른 청소년이 그렇지 않은 청소년보다 뼈 안의 납 농도가 4배 높다는 연구 결과는 <가>를 강화한다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ
"
2022,논증평가,30,다음 논쟁에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"A: 디지털 전환 등 미래 기술 변화로 인해 일자리를 통한 소득 기회가 감소할 수 있으므로 이에 대비하기 위해서는 국민 누구에게나 개별적으로 조건 없이 동일한 금액을 지급하는 기본소득제도의 도입이 필요하다. 사회적 위험에 빠진 사람을 선별해 복지 혜택을 집중하더라도 사각지대가 남을 수 있고 또한 선별에 따른 마찰도 적지 않다. 보편 지급은 이러한 문제점들을 완화하여 사각지대 없이 모든 사람들에게 실질적 도움이 될 수 있다. 
B: 기본소득은 모든 사람에게 일정 금액을 제공하기 때문에 빈곤층을 해소하는 것처럼 보이지만, 재정 여건이 허락하는 범위에서 지급하는 기본소득은 그 급여 수준이 너무 낮아 사각지대 해소에 실효성이 없다. 
C: 기존의 복지제도를 정리하고 공공 부문을 개혁하면 기본소득의 재원 확보가 가능하다. 모든 사람이 일정 급여를 받게 되면 양극화가 완화될 것이다. 이에 따라 조세 저항은 낮아지고 재분배 정책의 지지도가 상승함으로써 복지 재원의 총량도 늘리는 선순환이 기대된다. 
D: 빈곤층의 생계를 지원하는 기초생활보장제도나 실직에 따른 소득 상실을 보전하는 고용보험 등 기존의 사회안전망을 더 강화하는 것이 기본소득보다 양극화 문제에 더 효과적인 대안이다.","<보 기>
ㄱ. 4차 산업 발달에 따른 인공지능의 보급으로 신규로 창출될 일자리보다 사라질 일자리가 많다는 연구 결과는 A를 약화한다. 
ㄴ. 국가적 재난으로 인해 고통을 겪은 국민을 지원하기 위해 일시적으로 지급된 전국민재난지원금이 자영업자 폐업률에 영향을 미치지 않았다는 조사 결과가 나온다면, B는 약화된다. 
ㄷ. 기존 복지제도를 통합하여 확보한 재원으로 기본소득을 지급할 때 소득 최하위 분위의 소득 점유율 대비 소득 최상위 분위의 소득 점유율이 유의미하게 감소한다면, C는 강화되고 D는 약화된다.","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄷ
"
2022,논증평가,31,다음 글에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"이기적 인간은 자신의 소비를 통한 효용만을 고려한다. 그렇다면 기부 행위는 왜 존재하는가? 자신의 기부를 받을 수혜자의 효용까지도 함께 고려하는 이타심 때문이다. 인간은 자신의 소비를 통한 효용뿐 아니라 수혜자의 효용까지 고려한다는 주장을 <가> 순수이타주의 가설 </가> 이라 한다. 이 가설하에서 기부자는 수혜자가 필요한 총 기부액을 우선 결정한다. 만약 수혜자가 다른 기부자로부터 일정 금액의 기부를 받는 것을 알게 되면, 기부자는 정확히 그 금액만큼 기부액을 줄이게 된다. 한편, 기부 행위 자체를 통해 얻는 감정적 효용도 기부 행위에서 중요한 역할을 한다는 주장이 있다. 이를 <나> 비순수이타주의 가설 </나> 이라 한다. 비순수이타주의 가설에서는 순수이타주의 가설에서 고려하는 기부자의 효용과 수혜자의 효용에 더하여 기부자 자신의 감정적 효용까지도 모두 고려한다. 
위 두 가설을 검증하기 위해 다음과 같은 실험을 다수의 참가자에게 독립적으로 실시한다. 
<실험> 각 참가자는 아래 표를 제공받아 a~f를 모두 결정한다. 이후, 각 참가자는 A~F 중 임의로 선택된 한 상황에서 해당하는 소득을 실제로 제공받고 결정했던 만큼의 기부를 한다. 
| 상황 | 참가자의 소득 | 참가자의 기부액 | 자선 단체의 기부액 |
|:---|:---|:---|:---|
| A | 40 | a | 4 |
| B | 40 | b | 10 |
| C | 40 | c | 28 |
| D | 40 | d | 34 |
| E | 46 | e | 4 |
| F | 46 | f | 28 |
","<보 기>
ㄱ. 참가자 대부분에서 b = e - 6 이면, ㉡을 강화한다. 
ㄴ. 참가자 대부분에서 e - a <f - c이면, ㉠을 강화한다. 
ㄷ. 참가자 대부분에서 0 く a - 30 <b - 24 < c - 6 < d이면, ㉡을 강화한다.","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄷ
"
2022,논리게임(배열)),32,다음으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"오래 전에 바다에 침몰했던 배에서 총 6개의 유물 A, B, C, D, E, F가 발견되었다. 이 유물들은 각각 고구려, 백제, 신라 중 한 나라에서 만들었다고 한다. 역사학자들은 이 6개의 유물을 정밀 조사하여 다음과 같은 사실을 밝혀냈다.
 - C와 E는 같은 나라에서 만들었다. 。 A와 C는 다른 나라에서 만들었다. 
 - 신라에서 만든 유물의 수는 백제에서 만든 유물의 수보다 크다. 
 - B는 고구려에서 만들었고 F는 백제에서 만들었다.","<보 기>
ㄱ. A는 백제에서 만든 유물이 아니다. 
ㄴ. C가 고구려에서 만든 유물이면 D는 신라에서 만든 유물이다. 
ㄷ. E를 만든 나라의 유물이 가장 많다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ
"
2022,수리추리,33,다음으로부터 추론한 것으로 옳지 않은 것은?,"이웃한 네 국가 A, B, C, D는 지구 온난화로 발생하는 환경 문제를 개선하고자 2,000억 달러의 기금을 조성하기로 하였다. 1차와 2차로 나누어 각각 1,000억 달러의 기금을 만들기로 하였으며 경제 규모와 환경 개선 기여도를 고려하여 국가별 분담금을 정하였다. 합의된 내용 중 알려진 사실은 다음과 같다. 
 - 국가별 1차 분담금은 A, B, C, D의 순서대로 많고, B는 260억 달러, D는 200억 달러를 부담한다. 
 - 국가별 2차 분담금은 B가 가장 적고, 250억 달러를 부담하는 C가 그 다음으로 적고, 가장 많은 금액을 부담하는 국가의 분담금은 300억 달러이다.",,"① 가장 많은 분담금을 부담하는 국가는 A이다.
② B의 분담금은 460억 달러 이하이다.
③ A의 분담금이 570억 달러이면, D의 분담금은 500억 달러이다.
④ C의 분담금과 D의 분담금의 차이는 50억 달러 이하이다.
⑤ 어떤 국가의 1차 분담금과 2차 분담금이 같으면, A의 분담금은 600억 달러 이하이다. 17","4
"
2022,논리게임(참거짓),34,다음으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"어떤 사건에 대하여 네 명의 용의자 갑, 을, 병, 정에게 물었더니 다음과 같이 각각 대답하였다. 
갑: ""병은 범인이다. 범인은 두 명이다."" 
을: ""내가 범인이다. 정은 범인이 아니다."" 
병 : ""나는 범인이다. 범인은 나를 포함하여 세 명이다."" 
정 : ""나는 범인이 아니다. 갑은 범인이다."" 
각각 두 문장으로 구성된 갑, 을, 병, 정 네 사람 각자의 대답에서 한 문장은 참이고 다른 한 문장은 거짓이라고 한다.","<보 기>
ㄱ. 갑의 대답 중 ""범인은 두 명이다.""는 거짓이다. 
ㄴ. 을은 범인이다. 
ㄷ. 병과 정 중에서 한 명만 범인이면 갑은 범인이 아니다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ
"
2022,사회,35,다음으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"신호탐지이론은 외부 세계를 신호와 잡음 두 상태로 나누고 그 상태에 따라 어떤 반응을 보여야 가장 좋은 효과를 얻을 수 있는가를 결정하는 이론이다. 레이더 기지에 새롭게 배치된 관측병 갑의 임무는 물체 X가 레이더에 나타났을 때 버튼을 눌러 아군 전투기를 출동시킬지 아니면 버튼을 누르지 않을지 결정하는 것이다. X가 사전에 신고되지 않은 비행기인 경우를 신호라 하고, X가 기타 물체, 예컨대 독수리인 경우를 잡음이라 하자. 신고된 비행기는 X와 다른 방식으로 레이더에 표시되므로 고려 대상이 아니다. 버튼을 눌렀을 때 신호이면 '적중'이고 잡음이면 '오경보'이다. 버튼을 누르지 않았을 때 신호이면 '누락'이고 잡음이면 '정기각'이다. 버튼을 누르거나 누르지 않는 것에 따른 갑의 득실은 아래와 같다. 
| | 신호 | 잡음 |
|:---|:---|:---|
| 버튼 누름 | 3 | -3 |
| 버튼 누르지 않음 | -3 | 2 |
기존의 데이터에 따르면 X가 신호일 확률은 0.8이다. 갑은 X에 관한 기존의 데이터에 따른 확률에 득실을 곱하여 X를 관측한다면 버튼을 누를지 말지 결정하려 한다. 예컨대, 적중의 기댓값은 2.4이다. 버튼을 눌렀을 때 기댓값의 합계가 버튼을 누르지 않았을 때 기댓값의 합계보다 크거나 같다면, 갑은 X를 관측했을 때 버튼을 누를 것이다.","<보 기>
ㄱ. X가 신호일 확률이 0.1일 경우, 갑은 X가 레이더에 나타나면 버튼을 누르지 않을 것이다. 
ㄴ. 누락의 득실만 -3에서 0으로 변경될 경우, 갑은 X가 레이더에 나타나면 버튼을 누를 것이다. 
ㄷ. 오경보의 득실만 -3에서 -2로 변경될 경우, 갑은 X가 레이더에 나타나면 버튼을 누를 것이다.","① ㄴ ② ㄷ ③ ㄱ, ㄴ ④ ㄱ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ
"
2022,논증분석,36,다음 논증의 구조를 가장 적절하게 분석한 것은?,"㉠ 사람들은 종종 마치 로봇이 사람인 것처럼 대하는데, 이와 같은 현상에는 동서양의 차이가 존재하며 그러한 차이는 문화 또는 문화적 요인을 통해 이루어지는 진화, 즉 문화선택에 의한 것으로 보인다. ㉡ 한 연구 결과에 따르면, 사람의 행동에 반응하여 로봇 개 아이보가 꼬리를 살랑거리며 빙글빙글 도는 모습을 피실험자에게 보여 주었을 때, 서양인 피실험자보다 한국인 피실험자가 더 강한 정도로 사람과 로봇이 친구가 될 수 있다고 답하였다. ㉢ 어린이가 아이보의 꼬리를 부러뜨리려는 장면을 피실험자에게 보여 주고 그 어린이에게 아이보를 괴롭히지 말라는 도덕 명령을 내릴 것이냐고 물었을 때에도, 서양인 피실험자보다 한국인 피실험자가 더 강한 긍정적인 답을 내놓았다. ㉣ 이는 로봇을 마치 사람처럼 대하는 현상이 서양인보다 한국인에게서 더 강하게 나타난다는 것을 보여 준다. ㉤ 묵가에 의하면, 우정 같은 감정은 대상이 나에게 실질적인 이득을 가져다 줄 것이라는 판단을 내렸을 때에만 발생할 수 있다. ㉥ 유가에 의하면, 도덕 판단의 근거는 판단 주체에게 내재한 모종의 원칙이 아닌 대상과의 감정적 관계에 있다. ㉦ 묵가와 유가 이론을 사람과 로봇 관계에 적용한다면, 사람들은 아이보가 자신에게 즐거움을 준다고 판단할 때 아이보를 친구로 여길 수 있게 되고 아이보를 불쌍하다고 느낄 때 아이보를 도덕 판단의 대상으로 여길 수 있게 된다. ㉧ 한국 사회 전반에서 묵가와 유가 전통을 통한 문화선택이 발생했으며, 그에 따라 한국인 일반의 감정과 도덕성에 관한 사회적 측면이 부분적으로 결정되었다는 연구 결과가 있다.",,"(1) (나+다) -> <라>, (마+바) -> <사>, (라+사+아) -> <자>
(2) (나+다) -> <라>, (마+바) -> <사>, (라+사+가) -> <아>
(3) (나+다) -> <라>, (마+바) -> <사>, (라+아) -> <가>
(4) (나+다) -> <라>, (마+바) -> <사> -> <가>, (라+가) -> <아>
(5) (나+다+라+마+바+사) -> <아> -> <가>","1
"
2022,인문,37,다음으로부터 추론한 것으로 옳은 것은?,"사건들은 서로 간에 양 또는 음의 상관관계가 성립할 수 있으며, 어떤 상관관계도 없이 서로 독립적일 수도 있다. 이런 상관관계는 주어진 조건에 따라서 달라진다. 특히 상관관계 성립 여부는 사건들이 어떤 인과적 구조에 있느냐에 의존한다. 예를 들어 보자. 비가 와서 땅이 젖었으며, 땅이 젖게 되어 그 땅을 딛고 있는 나의 발이 젖었다고 해 보자. 비가 온 것은 땅이 젖은 것의 원인이며, 땅이 젖은 것은 나의 발이 젖은 것의 원인이다. 비가 온다는 것과 발이 젖는다는 것 이외에 어떤 것도 고려하지 않는다면, 우리는 이 두 사건 사이에 상관관계가 성립한다고 말해야 한다. 하지만 그 두 사건을 연결하는 매개 사건, 즉 땅이 젖는다는 조건 아래에서는 비가 온 것과 발이 젖은 것은 서로 독립적인 사건이 된다. 왜냐하면 땅이 젖기만 한다면 비가 오든 오지 않든 발이 젖을 것이기 때문이다. 이렇듯 두 사건 사이를 인과적으로 매개하는 사건은 그들 사이의 상관관계를 지운다. 
다른 예도 있다. 비가 와서 땅이 젖고 강물도 범람했다고 하자. 비가 온 것은 땅이 젖은 것의 원인이기도 하며, 강물이 범람한 것의 원인이기도 하다. 이 경우, 땅이 젖은 것과 강물이 범람한 것 이외에 어떤 것도 고려하지 않는다면, 우리는 땅이 젖은 것과 강물이 범람한 것 사이에 상관관계가 성립한다고 말해야 한다. 하지만 두 사건의 공통 원인에 해당하는 사건, 즉 비가 온다는 조건 아래에서는 땅이 젖은 것과 강물이 범람한 것은 서로 독립적인 사건이 된다. 왜냐하면 비가 오기만 했다면, 강물이 범람하든 하지 않든 땅이 젖을 것이기 때문이다. 이렇듯 두 사건의 공통 원인인 사건은 그 두 사건 사이의 상관관계를 지운다. 우리는 이런 두 가지 사례를 모두 포괄하는 방식으로 인과관계와 상관관계 사이의 관계를 다음과 같이 규정할 수 있다. 사건 X의 원인은 사건 X와 이 X의 결과가 아닌 사건 사이에 성립하는 상관관계를 지운다.",,"① 사건 X를 원인으로 하는 사건이 하나밖에 없다면, X가 지우는 상관관계는 존재하지 않는다.
② 사건 X와 사건 Y 사이에 성립하는 상관관계를 지우는 사건이 있다면, X와 Y 모두의 원인인 사건이 있다.
③ 사건 X가 사건 Y의 원인이고 Y는 사건 Z의 원인이라면, X라는 조건 아래에서 Y와 Z는 서로 독립적인 사건이 된다.
④ 사건 X의 원인은 사건 Y이기도 하고 사건 Z이기도 하다면, X라는 조건 아래에서 Y와 Z는 서로 독립적인 사건이 된다.
⑤ 사건 X가 사건 Y와 사건 Z의 유일한 원인이고 Y는 사건 W의 원인이지만 Z는 W의 원인이 아니라면, X는 Z와 W 사이에 성립하는 상관관계를 지운다.","5
"
